ID with leading,cohort,cohort term,Marital Status,Adjusted Gross Income,Parent Adjusted Gross Income,Father's Highest Grade Level,Mother's Highest Grade Level,Housing,2012 Loan,2012 Scholarship,2012 Work/Study,2012 Grant,2013 Loan,2013 Scholarship,2013 Work/Study,2013 Grant,2014 Loan,2014 Scholarship,2014 Work/Study,2014 Grant,2015 Loan,2015 Scholarship,2015 Work/Study,2015 Grant,2016 Loan,2016 Scholarship,2016 Work/Study,2016 Grant,2017 Loan,2017 Scholarship,2017 Work/Study,2017 Grant
0318360,2013-14,1,Single,0,0,Unknown,High School,With Parent,,,,,,,,,,6000,,10779,,5000,2000,6330,,5000,1300,6375,5489,5000,1229,12423
0318140,2013-14,1,Single,0,84357,High School,High School,On Campus Housing,,,,,,,,,21000,,,,23500,,,,24500,,,,28500,,,
0317551,2013-14,1,Single,0,9538,,College,On Campus Housing,,,,,,,,,8000,,,13401,10500,,,13516,,,2000,13655,7500,,,13823
0319006,2013-14,1,Single,5507,0,High School,High School,With Parent,,,,,,,,,,4251,,2026.79,,,,,,,,,,,,
0322555,2013-14,1,Single,653,61297,High School,College,On Campus Housing,,,,,,,,,3500,10653.3,,1832,,10853,,,,7689.6,,3489,,8599.1,,2867
0320897,2013-14,1,Single,0,100485,High School,High School,On Campus Housing,,,,,,,,,5500,,2000,,,,,,,,,,,,,
0318104,2013-14,1,Single,0,0,Unknown,High School,Off Campus,,,,,,,,,,,,12333,,,,11172,,,,9726,4100,,,13573
0319847,2013-14,1,Single,0,4736,Unknown,High School,On Campus Housing,,,,,,,,,5500,,2000,13151,,,,,,,,,,,,
0314771,2013-14,1,Single,0,121636,High School,High School,On Campus Housing,,,,,,,,,20163.99,2000,,,20500,2000,,,14500,2000,,,13800,,,
0316411,2013-14,1,Single,0,30571,High School,High School,With Parent,,,,,,,,,3500,,,5495,3500,,,5580,7500,,,3225,10065,,,1365
0319694,2013-14,1,Single,0,33688,High School,Unknown,Off Campus,,,,,,,,,,,,10633,,,,,,,,,,,,
0320356,2013-14,1,Single,0,15673,High School,Unknown,On Campus Housing,,,,,,,,,,,,13151,,,,13866,,,,10557,4500,,,11266
0317753,2013-14,1,Single,0,34101,High School,College,On Campus Housing,,,,,,,,,3500,,,9835,,,,13266,3211,,2000,13405,3079,,2000,13573
0318893,2013-14,1,Single,85581,85581,Unknown,Unknown,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0319696,2013-14,1,Single,0,47471,Unknown,High School,Off Campus,,,,,,,,,5500,,,4495,5500,,,3880,4500,,,4525,5500,,,4465
0318809,2013-14,1,Single,0,88145,High School,High School,On Campus Housing,,,,,,,,,11390,,,,11500,,,,13000,,,,25900,,,
0320054,2013-14,1,Single,0,14419,High School,High School,With Parent,,,,,,,,,,,,13151,,,,12267.68,,,,,,,,
0316967,2013-14,1,Single,1466,23628,High School,High School,With Parent,,,,,,,,,,,,11783,,,,12116,4500,2500,,8339,2000,,,9763
0318894,2013-14,1,Single,2275,20109,High School,High School,With Parent,,,,,,,,,,,,13151,,,,13266,,,,14005,,,,12441
0317722,2013-14,1,Single,0,20121,College,High School,With Parent,,,,,,,,,,,,12601,,,,12716,,,,12255,,1000,,12373
0320193,2013-14,1,Single,0,24056,College,College,With Parent,,,,,,,,,,,,13101,,,,12691,,,,13355,,,,13573
0319860,2013-14,1,Single,0,16510,High School,High School,Off Campus,,,,,,,,,,,,12001,,,,11444,4500,,,5625,,,,11223
0322333,2013-14,1,Single,37000,66000,High School,High School,Off Campus,,,,,,,,,32500,,,,,,,,,,,,,,,
0323501,2013-14,1,Single,22748,0,Middle School,High School,Off Campus,,,,,,,,,2750,,,4433,,,,,,,,,,,,
0322656,2013-14,1,Single,0,0,High School,Middle School,Off Campus,,,,,,,,,,,,2578.85,,,,,,,,,,,,
0323790,2013-14,1,Single,6752,81145,High School,High School,With Parent,,,,,,,,,5500,,,,6500,,,,,,,,,,,
0316606,2013-14,1,Single,13686,22511,High School,Unknown,Off Campus,,,,,,,,,1750,,,4591,,,,,,,,,,,,
0324649,2013-14,1,Single,5187,31943,,Middle School,Off Campus,,,,,,,,,3500,,,11033,,,,,,,,,,,,
0318984,2013-14,1,Single,0,44453,High School,High School,Off Campus,,,,,,,,,1750,,,5467,,,,,,,,,,,,
0314000,2013-14,1,Single,0,16252,Unknown,High School,On Campus Housing,,,,,,,,,12000,,,12001,,,,,,,,,,,,
0320315,2013-14,1,Single,0,19428,College,High School,With Parent,,,,,,,,,,2000,,12601,,2000,,11244,,2000,,12705,,2426.1,,11033
0320531,2013-14,1,Single,0,24503,Unknown,Unknown,With Parent,,,,,,,,,2215,,,5645,4500,250,,,4500,,,5725,5500,,,6265
0318184,2013-14,1,Single,0,41227,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0314476,2013-14,1,Single,5850,4177,Unknown,Unknown,Off Campus,,,,,,,,,9500,2000,,11783,683,,,6058,,,,,,,,
0319012,2013-14,1,Single,0,12602,Unknown,High School,With Parent,,,,,,,,,,,,12001,,,,12716,,,3000,12013,,,3000,12423
0320505,2013-14,1,Single,0,14513,High School,High School,Off Campus,,,,,,,,,,,,12601,,,,6058,,,,,,,,
0321966,2013-14,1,Single,10987,19494,High School,Unknown,With Parent,,,,,,,,,2750,,3000,5495,,,,,10237,,,,12000,,,
0320399,2013-14,1,Single,0,33679,Middle School,College,With Parent,,,,,,,,,,,,11783,,,,11894,,,,11921,,,,575
0321720,2013-14,1,Single,0,51384,College,High School,With Parent,,,,,,,,,5500,,,4815,3500,,,12116,14500,,,,11000,,,965
0318691,2013-14,1,Single,0,55625,High School,High School,On Campus Housing,,,,,,,,,6736,18858.8,,1832,12000,12295.08,,1840,,11178.6,,2564,,7501.1,,3979
0317345,2013-14,1,Single,0,107113,High School,High School,With Parent,,,,,,,,,3500,,,,3500,,,,4500,,,,7500,,,
0316619,2013-14,1,Single,2536,30862,High School,Middle School,With Parent,,,,,,,,,,,,8885,3500,963,,6784,,,,11221,,,,4303
0320704,2013-14,1,Single,0,140000,College,High School,On Campus Housing,,,,,,,,,2750,,,,,,,,,,,,,,,
0320232,2013-14,1,Single,0,57959,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0321555,2013-14,1,Single,0,13361,Unknown,Middle School,With Parent,,,,,,,,,,,,12001,,,,12116,,,,12255,,,,9855
0320187,2013-14,1,Single,0,0,Unknown,College,With Parent,,,,,,,,,,,,12085,,,,,,,,,,,,
0316352,2013-14,1,Single,0,25516,High School,Middle School,With Parent,,,,,,,,,,,,6576,,,,,2750,,,5026.28,,,,
0320293,2013-14,1,Single,0,0,Middle School,Middle School,Off Campus,,,,,,,,,,,,12001,,,2000,12716,4500,,,2888,2000,,,3635
0321635,2013-14,1,Single,0,178480,High School,College,On Campus Housing,,,,,,,,,11500,,,,11100,,,,15500,,,,7500,,,
0318494,2013-14,1,Single,0,70632,Middle School,Middle School,With Parent,,,,,,,,,3500,5000,,,3500,5000,,2380,5500,5000,,4991,3064,5000,,3365
0321573,2013-14,1,Single,0,0,High School,High School,Off Campus,,,,,,,,,,1000,,12001,,,,,,,,,,,,
0319345,2013-14,1,Single,0,0,Middle School,Middle School,On Campus Housing,,,,,,,,,,,,13751,,,,12716,,,,2888,5643,,,13023
0317195,2013-14,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,4000,,,13876,,,,,,,,,,,,
0312069,2013-14,1,Single,1124,23415,High School,High School,With Parent,,,,,,,,,,,,12601,,,,11244,,,,11671,,,,12423
0321395,2013-14,1,Single,0,26763,Middle School,Middle School,With Parent,,,,,,,,,,,1800,13151,,,50,2442.06,,,,,,,,
0323858,2013-14,1,Single,0,32654,High School,High School,With Parent,,,,,,,,,3500,,,11133,3500,,,10844,,,1300,11271,,,,
0315894,2013-14,1,Married,111550,0,College,College,Off Campus,,,,,,,,,12500,,,,,,,,,,,,,,,
0319640,2013-14,1,Single,0,31463,High School,High School,On Campus Housing,,,,,,,,,,,,12083,,,,,,,,,,,,
0322788,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0073122,2013-14,1,Single,5756,0,College,High School,With Parent,,,,,,,,,,,,5645,,,,,,,,,,,,
0324593,2013-14,1,Divorced,0,0,Unknown,High School,Off Campus,,,,,,,,,,,,12001,,,,4775.5,,,,,,,,
0320659,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322316,2013-14,1,Single,0,0,College,College,With Parent,,,,,,,,,34500,,,,,,,,,,,,,,,
0324252,2013-14,1,Single,16447,0,High School,Unknown,Off Campus,,,,,,,,,4920,,,4234,,,,,,,,,,,,
0322293,2013-14,1,Single,0,0,Unknown,High School,Off Campus,,,,,,,,,7500,,,5645,,,,,,,,,,,,
0297186,2013-14,1,Single,0,77335,College,Unknown,With Parent,,,,,,,,,5500,,,,6500,,,5608,7500,,,,7500,,,
0319079,2013-14,1,Single,0,31642,College,Middle School,Off Campus,,,,,,,,,2750,,,3995,,4832.7,2000,10442,,2000,2000,5775,,2500,,12423
0316403,2013-14,1,Single,0,21005,College,College,With Parent,,,,,,,,,3500,,2000,6245,3500,,2000,5730,7000,,,4425,7500,,,4165
0318949,2013-14,1,Single,0,84911,College,High School,With Parent,,,,,,,,,,5000,,,,5000,,,,5000,,,,2500,,
0323110,2013-14,1,Single,2500,22740,High School,College,Off Campus,,,,,,,,,3500,,,8823,3500,,,12116,,,,,,,,
0316623,2013-14,1,Single,0,22708,High School,High School,With Parent,,,,,,,,,5500,,,5645,,,,12116,3000,,,8339,7500,,,5089
0317776,2013-14,1,Single,900,87122,College,High School,With Parent,,,,,,,,,5500,,,,3500,,,,,,,,3750,,,
0323065,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0321409,2013-14,1,Single,0,49023,College,College,With Parent,,,,,,,,,,,2000,11983,,,,9534,,,,13055,,,,8555
0320989,2013-14,1,Single,0,71443,College,College,With Parent,,,,,,,,,,6000,,5315,,,,,,,,,,,,
0321368,2013-14,1,Single,0,79542,High School,High School,Off Campus,,,,,,,,,9500,,3000,,1200,,2800,12116,,,,,,,,
0316741,2013-14,1,Single,0,33149,College,College,With Parent,,,,,,,,,,,,6301,,,,,,,,,,,,
0321394,2013-14,1,Single,0,32933,College,High School,On Campus Housing,,,,,,,,,,,,10133,,,,,,,,,,,,
0319919,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0317422,2013-14,1,Single,0,25956,High School,College,With Parent,,,,,,,,,,,,13151,,,,13266,,,,11357,,,2000,12723
0317344,2013-14,1,Single,8448,31147,High School,High School,Off Campus,,,,,,,,,,,,10835,,5000,,10542,,5000,,6239,,2500,,3852
0322123,2013-14,1,Married,0,0,College,College,Off Campus,,,,,3500,,,,12500,,,8865,10500,,,7913,,,,,,,,
0323529,2013-14,1,Single,12176,0,Middle School,Middle School,Off Campus,,,,,,,,,7500,,,12001,8500,,,5730,12500,,,5775,12500,,,7093
0322086,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0314776,2013-14,1,Single,1955,143957,College,College,On Campus Housing,,,,,,,,,26016,,,,23000,,,,12000,,,,28500,,,
0324537,2013-14,1,Single,0,17979,College,High School,With Parent,,,,,,,,,,,,12001,3500,,,2865,,,,,,,,
0318437,2013-14,1,Single,4550,27022,Middle School,High School,With Parent,,,,,,,,,5500,,,5645,,,,,,,,,,,,
0309809,2013-14,1,Single,0,0,High School,Middle School,Off Campus,,,,,,,,,,,2000,13151,,,,,,,,,,,,
0316260,2013-14,1,Single,943,66913,College,College,With Parent,,,,,,,,,2134,5000,1510,3711,,2500,1700,3008,,,,,,,,
0317046,2013-14,1,Single,0,0,High School,College,On Campus Housing,,,,,,,,,,,,13151,,,,,,,,,,,,
0316589,2013-14,1,Single,943,66913,College,College,With Parent,,,,,,,,,3500,3000,2000,3811,2000,3000,2000,6016,3250,,,2245,,,,
0322059,2013-14,1,Single,0,57206,College,Middle School,With Parent,,,,,,,,,5466,,,1871,2751,,,930,,,,,,,,
0318826,2013-14,1,Single,0,43681,Middle School,College,With Parent,,,,,,,,,3500,,,12001,,,,6685.44,,,,,,,,
0321398,2013-14,1,Single,0,56637,Middle School,High School,Off Campus,,,,,,,,,5500,,,4095,,,,11966,,,,5775,,,,10823
0319310,2013-14,1,Single,0,0,Unknown,Unknown,On Campus Housing,,,,,,,,,8000,,,13401,9500,,,13610,17000,,,6375,9750,,,3208
0319723,2013-14,1,Single,0,13283,College,College,With Parent,,,,,,,,,,,,12001,,,,12716,,,,12205,,,,12373
0319637,2013-14,1,Single,0,13340,High School,Unknown,With Parent,,,,,,,,,,,,13151,,,2000,13866,1750,,,11237,,,,6787
0320955,2013-14,1,Single,896,12652,High School,College,With Parent,,,,,,,,,,,,12001,,,,,,,,,,,,
0323295,2013-14,1,Single,0,0,High School,Unknown,On Campus Housing,,,,,,,,,3500,,,12001,3500,,,12116,4500,,,12255,6243,,,12423
0318974,2013-14,1,Single,2357,113314,High School,High School,On Campus Housing,,,,,,,,,,,,,,,,,,,,,,,,
0319153,2013-14,1,Single,0,25802,High School,College,On Campus Housing,,,,,,,,,,,,5495,11996,,,,8150,1800,,,13750,,,
0317790,2013-14,1,Single,0,21294,High School,Unknown,Off Campus,,,,,,,,,,1500,,12601,,1500,,12716,,1500,,12855,,750,,8261
0319504,2013-14,1,Single,0,24012,High School,High School,With Parent,,,,,,,,,,,,12001,,,,12116,,,,5775,,733.96,,5815
0244587,2013-14,1,Single,0,0,High School,Middle School,With Parent,,,,,,,,,5500,,,5645,,,,,,,,,,,,
0324061,2013-14,1,Single,0,19500,High School,High School,With Parent,,,,,,,,,,,,12001,,,,10505.87,,,,,,,,
0317785,2013-14,1,Single,0,21470,High School,High School,With Parent,,,,,,,,,1800,,,10015,,,,,,,,,,,,
0318008,2013-14,1,Single,0,4370,High School,College,With Parent,,,,,,,,,,,,,,,,6330,,2500,,6375,,2500,,5815
0315176,2013-14,1,Single,0,0,College,Unknown,With Parent,,,,,,,,,,,,13151,,,,13291,6500,,,6375,2500,,,12723
0320142,2013-14,1,Single,4555,32801,High School,High School,Off Campus,,,,,,,,,3500,,,9385,3500,,,11294,3250,,,2888,,,,
0321479,2013-14,1,Single,1492,36903,Unknown,High School,With Parent,,,,,,,,,,,,11183,3500,,,6866,4500,,,1150,5500,,,4117
0318501,2013-14,1,Single,0,0,High School,Middle School,Off Campus,,,,,,,,,7500,,,5645,7500,,,5730,8500,,,8598,12500,,,1765
0323753,2013-14,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0320858,2013-14,1,Single,0,20419,High School,College,Off Campus,,,,,,,,,1280,,,12001,,,,7453,5500,,,5725,5500,,,5665
0313194,2013-14,1,Divorced,19761,0,Unknown,High School,Off Campus,,,,,,,,,3500,,,3529,,,,,5250,,,3821,,,,
0319708,2013-14,1,Single,3721,16802,High School,High School,Off Campus,,,,,,,,,,,,13151,,,,13216,,,,6703,,,,
0301792,2013-14,1,Married,37292,10000,College,High School,Off Campus,,,,,,,,,12803,,,,,,,,,,,,,,,
0313364,2013-14,1,Single,8735,0,Unknown,Middle School,Off Campus,,,,,,,,,22500,,,,,,,,,,,,,,,
0094030,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0323155,2013-14,1,Separated,37304,0,Middle School,College,Off Campus,,,,,,,,,7500,,,2823,10500,,,4182,10500,,,4017,12500,,,2730
0276054,2013-14,1,Single,17770,0,College,High School,Off Campus,,,,,,,,,3750,,,5592,,,,,,,,,,,,
0260200,2013-14,1,Single,10854,0,High School,High School,Off Campus,16500,,,,,,,,12500,4000,,,,,,,,,,,,,,
0324109,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0272525,2013-14,1,Single,15383,56600,High School,College,With Parent,,,,,,,,,10500,,,,10500,,,4080,10500,,,7289,,,,
0322260,2013-14,1,Single,36151,0,High School,High School,Off Campus,,,,,,,,,7500,,,,7500,,,,,,,,,,,
0320978,2013-14,1,Single,2229,56515,High School,College,On Campus Housing,,,,,,,,,5500,11447,,2437,5500,5730,,,4500,5775,,350.8,7500,5815,,
0320533,2013-14,1,Single,0,24125,High School,High School,With Parent,,,,,,,,,3500,,,5645,4500,,,12116,7500,,,5725,6243,,,12423
0324059,2013-14,1,,,,,,,,,,,,,,,,,,,,10853,,,,,,,,,,
0311649,2013-14,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,13751,,,,13266,4630,,2000,14005,,,,12441
0308555,2013-14,1,Single,0,0,Middle School,High School,Off Campus,,,,,,,,,7500,,,5645,10000,,,5730,12500,,,9015,15000,,,12173
0317167,2013-14,1,Single,2520,28098,Unknown,Unknown,Off Campus,,,,,,,,,,,,10833,3500,,,4408,2750,,,2845,5500,,,9805
0318642,2013-14,1,Single,5874,122971,High School,High School,With Parent,,,,,,,,,2700,,,,3500,1000,,,11203,,,,11442,,,
0319407,2013-14,1,Single,0,51409,High School,High School,On Campus Housing,,,,,,,,,2750,,,2448,,,,,,,,,,,,
0320980,2013-14,1,Single,0,0,High School,High School,With Parent,,,,,,,,,,3000,,12001,,3000,,12116,,3000,,12255,,3000,,12423
0068658,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0316767,2013-14,1,Single,792,36666,High School,High School,On Campus Housing,,,,,,,,,17331,,,8685,,,,,,,,,,,,
0316666,2013-14,1,Single,0,22641,College,High School,With Parent,,,,,,,,,2200,,,12001,1090,,,7380,,,,12255,,,,12423
0323059,2013-14,1,Single,6868,27360,High School,High School,Off Campus,,,,,,,,,3500,,,11183,3500,,,10292,,,,11421,4434,,,11573
0316526,2013-14,1,Single,0,0,High School,College,With Parent,,,,,,,,,,,,12333,,,,13044,,,,13171,,,,12723
0318419,2013-14,1,Single,0,26365,Unknown,Unknown,With Parent,,,,,,,,,,,,9933,,1500,,6616,,,,5706,,,2000,12173
0323762,2013-14,1,Single,2647,0,High School,High School,On Campus Housing,,,,,,,,,3750,,,2823,,,,,,,,,,,,
0320328,2013-14,1,Single,26578,0,Middle School,High School,With Parent,,,,,,,,,,,,,,,,,,,,5825,,,,10691
0315737,2013-14,1,Single,47509,0,High School,High School,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0320489,2013-14,1,Single,4892,0,High School,College,Off Campus,,,,,7500,,,,12500,,,,,,,,,,,,,,,
0324294,2013-14,1,Single,551,0,High School,High School,With Parent,,,,,,,,,2750,,,3123,7500,,,10442,8500,,,11421,1041,,,4928
0324977,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0289863,2013-14,1,Single,0,77335,College,College,With Parent,,,,,,,,,6500,,,,6500,,,5608,7500,,,,,,,
0322163,2013-14,1,Single,0,63699,College,College,With Parent,,,,,,,,,9500,,,,10500,,,,,,,,,,,
0318271,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0306974,2013-14,1,Single,0,83231,High School,High School,With Parent,,,,,,,,,9500,,,,10500,,,1280,12500,,,,12500,,,
0309567,2013-14,1,Single,0,41256,High School,High School,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0319621,2013-14,1,Single,0,42271,Unknown,College,On Campus Housing,,,,,,,,,3500,,,8185,4000,,,7084,3250,,,1263,6500,,,7305
0320745,2013-14,1,Single,0,23000,High School,High School,On Campus Housing,,,,,,,,,,,,6001,,,,,,,,,,,,
0314605,2013-14,1,Single,0,0,High School,Middle School,Off Campus,,,,,,,,,7102,5645,,11183,9500,,,,8500,,,11421,,,,11573
0318948,2013-14,1,Single,0,69657,,College,With Parent,,,,,,,,,,8000,,,,8000,,,3500,8000,,,7500,5000,,
0321147,2013-14,1,Single,0,34984,Unknown,College,Off Campus,,,,,,,,,,,2800,12183,,,3500,13116,,,1500,11314.81,,,,7449.88
0317371,2013-14,1,Single,2839,61556,,College,With Parent,,,,,,,,,5500,,,,3500,1000,,,,,,,,,,
0317163,2013-14,1,Single,0,34194,Unknown,Unknown,With Parent,,,,,,,,,,,,10733,,,,6058,,,,,,,,
0317877,2013-14,1,Single,0,41650,College,Unknown,Off Campus,,,,,,,,,,,,1895,,,,1280,,,,,,,,
0322731,2013-14,1,Single,0,37420,High School,High School,With Parent,,,,,,,,,5500,,,2495,2250,,,9584,,,,,,,,
0322764,2013-14,1,Single,20,20000,Middle School,Middle School,With Parent,,,,,,,,,,,,13151,,,,,,,,,,,,
0314676,2013-14,1,Single,0,37066,High School,High School,On Campus Housing,,,,,,,,,,8700,,9685,,6973,,8592,,3000,,12255,,3000,,12423
0318157,2013-14,1,Single,0,15944,High School,High School,On Campus Housing,,,,,,,,,8000,,2000,13401,8000,,2000,13516,9000,,2600,13655,3500,,,14023
0318341,2013-14,1,Single,0,13017,Middle School,Middle School,Off Campus,,,,,,,,,,5000,,12601,,,,,,,,,,,,
0322907,2013-14,1,Single,20206,0,Middle School,Middle School,Off Campus,,,,,,,,,6250,,,,,,,,,,,,,,,
0319788,2013-14,1,Single,4462,0,Middle School,College,Off Campus,,,,,18800,,,,13750,,,,11251,,,,,,,,,,,
0323072,2013-14,1,Single,6653,38859,College,College,With Parent,,,,,,,,,6500,,,4295,,,,12066,,,,,,,,
0322706,2013-14,1,Single,0,22055,Unknown,Unknown,Off Campus,,,,,,,,,,,,12001,,,,12116,7500,,,5775,4000,,,12423
0296915,2013-14,1,Single,0,21637,Unknown,Middle School,With Parent,,,,,,,,,,,,6100.5,,,,,,,,,,,,
0318347,2013-14,1,Single,0,21975,Unknown,Unknown,With Parent,,,,,,,,,,,,13151,,,,,,,,,,,,
0320082,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0322269,2013-14,1,Single,0,181552,College,College,With Parent,,,,,,,,,,10653.3,,,,10853,,,,11178.6,,,,11430.1,,
0316659,2013-14,1,Single,0,28527,Unknown,Unknown,With Parent,,,,,,,,,,,,12333,,,,13266,,,,,,,,5815
0318378,2013-14,1,Single,0,44677,College,High School,With Parent,,,,,,,,,,,,3641,,,,,,,,,,,,
0320429,2013-14,1,Single,0,34940,College,College,With Parent,,,,,,,,,5500,,,10933,6500,,,4780,5500,,,4189,,,,8005
0317209,2013-14,1,Single,0,25541,Unknown,Unknown,With Parent,,,,,,,,,,,,12383,,,,13616,,,,13755,,,,12573
0324749,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0324733,2013-14,1,Single,4518,40823,High School,Unknown,With Parent,,,,,,,,,5500,,,4595,3500,,,4180,6500,,,3086.3,,,,
0318702,2013-14,1,Single,6266,40012,College,Unknown,With Parent,,,,,,,,,,,2000,12183,,,3000,11142,3750,,2000,575,3250,,,
0318837,2013-14,1,Single,0,56620,College,College,With Parent,,,,,,,,,3500,,,1832,3500,,,,5600,,,,,,,
0320246,2013-14,1,Single,0,19366,,College,On Campus Housing,,,,,,,,,1750,4600,,6301,,,,,,,,,,,,
0317956,2013-14,1,Single,0,19781,College,College,With Parent,,,,,,,,,,,,12001,,,,12516,,,,12255,,,,
0316015,2013-14,1,Single,0,18893,High School,High School,With Parent,,,,,,,,,,3000,,13151,,,,,,,,,,,,
0320494,2013-14,1,Single,8159,64017,High School,High School,With Parent,,,,,,,,,,5700,,895,,5000,,1580,,6110.3,,,,2500,,
0316787,2013-14,1,Single,0,23092,College,College,Off Campus,,,,,,,,,,1000,,12001,,1000,,11894,,1000,,11421,4000,1000,,6713
0323516,2013-14,1,Single,7800,1050,High School,High School,Off Campus,,,,,,,,,,,,4196,,,,,,,,,,,,
0323528,2013-14,1,Single,31666,0,High School,High School,Off Campus,,,,,,,,,3500,,,,7500,,,,8500,,,1325,,,,13023
0318646,2013-14,1,Single,2934,0,Unknown,Unknown,Off Campus,,,,,,,,,,,,2823,,,,,,,,,,,,
0322619,2013-14,1,Married,44540,0,College,High School,Off Campus,,,,,,,,,3500,,,5595,,,,2806.17,,,,,,,,
0307597,2013-14,1,Single,0,121688,Unknown,High School,With Parent,,,,,,,,,1750,,,,,,,,,,,,,,,
0321230,2013-14,1,Single,0,35375,Unknown,Unknown,Off Campus,,,,,,,,,,,,13151,3500,,,11592,4500,,,10657,4500,,,10391
0322193,2013-14,1,Single,0,140000,High School,College,With Parent,,,,,,,,,,2000,943,,,,,,,,,,,,,
0308860,2013-14,1,Single,0,17142,Middle School,College,With Parent,,,,,,,,,5500,,,5645,4500,,,10844,7500,,,4925,7500,,,7205
0319507,2013-14,1,Single,3616,82690,Middle School,High School,On Campus Housing,,,,,,,,,3500,,,,11000,,,,,,,,,,,
0317907,2013-14,1,Single,1387,42614,High School,Middle School,With Parent,,,,,,,,,,,,9933,,,,,,,,457,,,,
0320878,2013-14,1,Single,0,18588,High School,High School,On Campus Housing,,,,,,,,,3500,,,11951,5500,,,12116,6500,,,11171,7500,,,12423
0317175,2013-14,1,Single,0,29187,High School,College,On Campus Housing,,,,,,,,,,,2000,13751,,,,8634,,,,9657,,,2000,8755
0319776,2013-14,1,Single,0,60687,High School,College,With Parent,,,,,,,,,,,,303,,,,,,,,,,,,
0322678,2013-14,1,Single,0,18721,Unknown,College,Off Campus,,,,,,,,,,,,5595,,,,11294,,,,,,,,
0318282,2013-14,1,Single,0,0,High School,High School,On Campus Housing,,,,,,,,,,,,12001,,,,12716,6500,,,6375,7500,,,5815
0317634,2013-14,1,Single,0,63149,Middle School,Middle School,On Campus Housing,,,,,,,,,5500,9000,,5515,,9000,,5716,,8271.1,,2991,,2957.05,,2908
0312726,2013-14,1,Single,0,35792,College,High School,Off Campus,,,,,,,,,,,,8685,,,,12116,5500,,,5775,,,,
0318351,2013-14,1,Single,0,35696,College,High School,With Parent,,,,,,,,,3500,,,10633,3500,,,4008,,,,,,,,
0320068,2013-14,1,Single,4819,28095,College,High School,With Parent,,,,,,,,,,,,9531,,,2000,12716,,,2600,12255,,,2000,13023
0320997,2013-14,1,Single,0,20611,High School,College,On Campus Housing,,,,,,,,,7345,,,12001,,,,,,,,,,,,
0324045,2013-14,1,Married,27572,0,High School,College,Off Campus,,,,,,,,,7500,,,10335,7500,,,5730,10500,250,,5775,,,,
0317850,2013-14,1,Single,0,15664,High School,High School,With Parent,,,,,,,,,,,,12001,,,,12716,,,,,,,,
0318353,2013-14,1,Single,0,7785,High School,High School,On Campus Housing,,,,,,,,,11300,2000,700,12001,5500,2000,,11566,5500,2000,,12255,7500,2000,,12373
0318222,2013-14,1,Married,190039,0,Unknown,Unknown,Off Campus,,,,,9939,,,,25000,,,,,,,,,,,,,,,
0320382,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0320930,2013-14,1,Single,34117,0,College,College,Off Campus,,,,,,,,,,,,,,,,,,,,,,,,
0316997,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0321383,2013-14,1,Single,28712,0,College,College,With Parent,,,,,,,,,,,,,,,,,,,,,,,,
0321663,2013-14,1,Single,13861,68836,Unknown,Unknown,On Campus Housing,,,,,,,,,3500,,,5415,,,,,,,,,,,,
0324819,2013-14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0299546,2013-14,1,Single,0,12453,High School,High School,Off Campus,,,,,,,,,9500,,,5645,,,,12116,2750,,,5711,,,,
0318150,2013-14,1,Single,7100,117325,High School,College,With Parent,,,,,,,,,,10653.3,,,,10853,,,,5589.3,,,,,,
0316964,2013-14,1,Single,1125,181115,College,High School,With Parent,,,,,,,,,3500,,,,3500,,,,4500,,,,3750,,,
0316150,2013-14,1,Single,0,13751,High School,High School,On Campus Housing,,,,,,,,,,,,13151,,,,13866,,,2000,11487,,,2000,10913
0321705,2013-14,1,Single,0,16496,College,High School,On Campus Housing,,,,,,,,,9500,,,12301,,,,,,,,,,,,
